category.id,category.name,category.playlist.id,category.playlist.name,category.playlist.track.id,category.playlist.track.name,category.playlist.track.album.id,category.playlist.track.album.name,category.playlist.track.artist,category.playlist.track.feature.danceability,category.playlist.track.feature.energy,category.playlist.track.feature.key,category.playlist.track.feature.loudness,category.playlist.track.feature.mode,category.playlist.track.feature.speechiness,category.playlist.track.feature.acousticness,category.playlist.track.feature.instrumentalness,category.playlist.track.feature.liveness,category.playlist.track.feature.valence,category.playlist.track.feature.tempo,category.playlist.track.feature.duration_ms,category.playlist.track.feature.time_signature
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,1b7LMtXCXGc2EwOIplI35z,Stuck In The Middle With You,4pFfvZt1riTaIWzkHFfmsF,Reservoir Dogs (Original Motion Picture Soundtrack),Stealers Wheel,0.795,0.564,7,-10.482,1,0.0392,0.0934,0.000531,0.0631,0.961,124.166,203893,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,6QhXQOpyYvbpdbyjgAqKdY,Cecilia,0JwHz5SSvpYWuuCNbtYZoV,Bridge Over Troubled Water,Simon & Garfunkel,0.755,0.876,0,-8.867,1,0.0362,0.357,5.17e-06,0.22,0.954,102.762,174827,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,41CUuaX52fZjRzzCK0rkkh,Broken Wings - Single Version,0qCccU99b8JabM1xPpWJKh,The Best of Mr. Mister,Mr. Mister,0.283,0.657,1,-8.557,0,0.0353,0.0824,1.58e-05,0.136,0.37,97.991,284493,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,2wvMC5EyaaYQwBfiwwY2xE,Life's Been Good,5yqBTSoJqE9EfApl2Pptva,"But Seriously, Folks...",Joe Walsh,0.505,0.476,2,-12.897,1,0.0711,0.25,0.00915,0.113,0.542,99.31,536227,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,1ynmMEK1fkyiZ6Z6F3ThEt,Centerfold,48joW5905AMbTFLvy8ZWch,Freeze Frame,The J. Geils Band,0.653,0.677,0,-12.244,1,0.0396,0.249,0,0.403,0.888,114.37,216533,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,1ne9wOtDF2jM6Cm8WBkaER,Rocky Mountain High,2gEurk31djZjI3P3SY8ZcC,Rocky Mountain High,John Denver,0.455,0.437,4,-11.411,1,0.0278,0.314,0,0.501,0.724,81.396,283640,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,4o5GyaeGMgDsrclBsL3au7,Coconut,3EfpOFKjotrMQTFTnxrXaB,Nilsson Schmilsson,Harry Nilsson,0.653,0.494,5,-14.79,1,0.102,0.389,1.46e-06,0.0677,0.905,137.463,231733,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,5PCBKeKNT9DAmsE7alon1M,Gold,2XYmefqSaoC2qSJc1PatVH,Airdream Believer,John Stewart,0.692,0.598,9,-7.893,0,0.0373,0.464,1.19e-06,0.0926,0.519,124.043,244133,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,7BdXRaSlGAzhySfuW3y8h5,"She's Like the Wind (feat. Wendy Fraser) - From ""Dirty Dancing"" Soundtrack",0mtLFaQ3hL371jsNraRo9g,Dirty Dancing (Original Motion Picture Soundtrack),"Patrick Swayze, Wendy Fraser",0.586,0.331,4,-14.677,0,0.0295,0.256,1.67e-05,0.18,0.223,124.915,232907,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,7wWw7hBmErNg9u5w6Xx0vy,Make It with You,2eTrV6WUTJtKFzg5iznPJ7,On the Waters,Bread,0.629,0.356,4,-11.135,1,0.0246,0.66,0.000617,0.173,0.472,83.886,192200,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,0kly0FygSDXVbvbXxsZ31S,High on You,7t6t815Z23bjBVU4Qon6HD,Vital Signs,Survivor,0.659,0.714,7,-9.811,1,0.0321,0.398,1.15e-05,0.174,0.871,125.152,248200,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,2u02gyZqCqOvemiSk8DNyk,Magnet and Steel,2JcwQwy2KY3CEIzHUC30wG,Radio Hits Of the '70s,Walter Egan,0.71,0.419,1,-9.545,0,0.0328,0.439,6.58e-06,0.0633,0.711,112.866,203960,3
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,4LFwNJWoj74Yd71fIr1W8x,Right Here Waiting,0Zf6FJVyK6qUxmg1WMNruG,Repeat Offender,Richard Marx,0.395,0.252,0,-13.589,1,0.0301,0.8,0,0.101,0.126,177.679,264333,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,5veJDT0MLsLbhYsx42GXUD,Don't Stand So Close To Me,23enz9nXJhH1BR1Rm5CzDJ,Zenyatta Mondatta (Remastered 2003),The Police,0.799,0.506,2,-9.414,1,0.0606,0.0453,0.00107,0.0365,0.518,140.309,242667,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,07TnWCHrFkvF61GzJuLVt0,Hard to Say I'm Sorry / Get Away - 2006 Remaster,4NmlDrnZOd3ejob9PoiOd9,Chicago 16 (Expanded & Remastered),Chicago,0.398,0.57,4,-7.068,1,0.034,0.056,0.00125,0.0606,0.234,140.974,304213,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,57trQKFZdJxHia4sMJioWk,Sister Christian,0XSzjoQ6rMkWeoOQdQAWRs,Midnight Madness,Night Ranger,0.448,0.35,5,-16.239,1,0.0393,0.147,2.27e-06,0.0842,0.234,177.279,302933,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,4GPhDM4o3lq7kNqjjxhG6H,Jessie's Girl,7EpuaJVzR8Ji4M4Se7z3q7,Jessie's Girl,Rick Springfield,0.726,0.85,2,-5.337,1,0.0512,0.168,0,0.123,0.814,131.64,195227,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,0xpBr84T3FTm9j4D1MdPtk,Invisible Touch - 2007 Remaster,632b0oXuFpstA4DO2cUKdG,Invisible Touch,Genesis,0.659,0.878,0,-5.987,1,0.0298,0.339,0.000543,0.0731,0.843,131.037,209587,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,6rt4FH5qFgXGmyhgKmlJcL,Is This Love,6Tl2FvcUsmqPyZ7bcjmgkr,When Seconds Count,Survivor,0.679,0.772,3,-8.946,1,0.0328,0.557,0,0.0338,0.749,118.129,222560,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,67eX1ovaHyVPUinMHeUtIM,Hurts So Good,4gouGcdQn9OvjX42xnWrF0,American Fool,John Mellencamp,0.785,0.737,9,-5.306,1,0.0363,0.042,0.000107,0.108,0.971,125.447,218960,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,3Vah9acceGHoVBgH4iijET,Sausalito Summernight,0XRJVTVSh1PEjRNzNrC4qV,On The Rocks,Diesel,0.629,0.846,5,-8.497,0,0.0927,0.0812,0.00265,0.103,0.569,125.462,309373,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,6Zyz8lsnMFpIrCTuvGurCB,New Kid in Town - 2013 Remaster,2widuo17g5CEC66IbzveRu,Hotel California (2013 Remaster),Eagles,0.649,0.425,4,-9.811,1,0.0267,0.378,0.0013,0.108,0.651,107.383,304926,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,3jYRpwbctfqB77uU7T7K3U,Caught Up In You,4vWxauP6oFowwSQeBnFwRW,Special Forces,38 Special,0.425,0.681,1,-8.604,0,0.0316,0.0229,0.000219,0.0543,0.933,131.011,279333,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,2RNd6VgxG19db0zs0M1C4Z,Jane,5CO9jh4JWDPSBwu4FPgLEW,Freedom At Point Zero,Jefferson Starship,0.589,0.82,2,-9.602,1,0.0369,0.204,0.018,0.423,0.788,117.305,252200,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,4zEi4tr3lEhiAvTRxEzbEz,Oh Sherrie,0laWXQxeNNyr3N6waUu4tw,Street Talk (Expanded Edition),Steve Perry,0.333,0.695,5,-5.116,1,0.0465,0.372,7.13e-06,0.107,0.317,203.753,229347,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,2dtK02TSAuTvVYU2wGAVG0,Still the One,47YQQPzYY32yZbWC40mlku,Waking & Dreaming,Orleans,0.565,0.615,4,-10.793,1,0.0384,0.0487,1.93e-06,0.16,0.591,143.928,234040,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,300zfRaCgTmEm5Eqe3HqZZ,Ghostbusters,1Fq1oCtmlSQabl1zIdoWCg,Arista Heritage Series: Ray Parker,Ray Parker Jr.,0.779,0.717,6,-9.7,0,0.0335,0.0125,0.0536,0.355,0.789,115.384,240800,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,1QEEqeFIZktqIpPI4jSVSF,More Than a Feeling,2QLp07RO6anZHmtcKTEvSC,Boston,Boston,0.377,0.681,7,-8.039,1,0.0298,0.00088,0.0023,0.0504,0.285,108.789,285133,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,3Tows9RnoAq9CmMJaII2cO,Hard Habit to Break - 2006 Remaster,1ICKrl6sDjJD1YdR9VDfPR,Chicago 17 (Expanded & Remastered),Chicago,0.584,0.612,2,-5.833,1,0.0283,0.448,0,0.171,0.402,81.182,283733,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,35k31HZI4z9PbBOioaI4dZ,Working for the Weekend,6oZb0svo8JG9mVxZmHjPxE,Get Lucky,Loverboy,0.515,0.766,7,-12.768,1,0.0343,0.0249,0.00103,0.455,0.774,146.911,221000,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,3e0FzZjTXOUtiJGSClOBrI,Fly Like An Eagle,0fjJOLqG3v7vXRYhz2wxPC,Fly Like An Eagle,Steve Miller Band,0.561,0.754,9,-12.769,0,0.112,0.61,0.0194,0.328,0.642,100.08,282693,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,44aTAUBF0g6sMkMNE8I5kd,Every Little Thing She Does Is Magic,5jkwdY6jS1Hzi8epr6HW7h,Ghost In The Machine (Remastered 2003),The Police,0.558,0.768,2,-9.997,1,0.0343,0.121,0.0626,0.124,0.429,81.909,260573,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,10f4UbhjvPqLTTJjEdfCw9,Thank You for Being a Friend,6EXW6NvOhICAIUPAUmOv1G,Rhino Hi-Five: Andrew Gold,Andrew Gold,0.698,0.664,3,-10.923,1,0.0314,0.197,0,0.136,0.801,111.863,282840,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,36lkJSDyMEZoWTqtRj8Q8q,You're the Inspiration - 2006 Remaster,1ICKrl6sDjJD1YdR9VDfPR,Chicago 17 (Expanded & Remastered),Chicago,0.583,0.602,11,-6.364,1,0.0274,0.368,0,0.22,0.388,74.008,229240,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,1JLn8RhQzHz3qDqsChcmBl,I Want to Know What Love Is - 1999 Remaster,4oQhDQDKMeI6IMlwpXt3j8,Agent Provocateur,Foreigner,0.477,0.471,6,-10.036,1,0.0277,0.193,1.76e-06,0.131,0.423,81.204,304787,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,7dQC53NiYOY9gKg3Qsu2Bs,All Out of Love,3fB2z5YtmKvSCu77Z3nTnW,Lost in Love,Air Supply,0.513,0.262,0,-16.875,1,0.0276,0.313,5.51e-06,0.456,0.357,108.383,243000,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,2TKt71TTe2CZCFsphbIZEs,Be Thankful for What You've Got - David Todd Remix,67Za0D5XluGk4Bm1WlQrIc,"Can't Stop Dancing, Vol. 6",William DeVaughn,0.804,0.28,6,-20.458,0,0.0507,0.00222,0.0203,0.124,0.867,107.04,416627,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,0No5Hr1LxZjJHGsQSTy2bm,I Can't Dance - 2007 Remaster,1lCuwXVtx72gZN0iT20TmO,We Can't Dance,Genesis,0.914,0.528,3,-9.114,1,0.0508,0.499,4.38e-06,0.0454,0.898,107.557,241360,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,11YWR8tzDTR2P4KZ3lAySj,Drift Away,5DJHtJpuoj7VidJ447oD8s,Throwback Tunes: 70s,Dobie Gray,0.508,0.46,11,-7.662,1,0.0404,0.325,0,0.648,0.565,75.836,234301,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,71SvEDmsOwIWw1IozsZoMA,Any Way You Want It,2OyVtIEp7O7a6o82DF4Ba5,Departure,Journey,0.529,0.932,7,-7.501,1,0.0488,0.00251,0.00109,0.136,0.571,138.158,201693,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,5ihS6UUlyQAfmp48eSkxuQ,Landslide,5VIQ3VaAoRKOEpJ0fewdvo,Fleetwood Mac,Fleetwood Mac,0.414,0.161,7,-22.32,0,0.0318,0.883,0.000223,0.117,0.423,159.375,199493,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,1I7zHEdDx8Ny5RxzYPqsU2,Reelin' In The Years,4Gh6pRaXqXTtJx4plAJbBw,Can't Buy A Thrill,Steely Dan,0.523,0.758,2,-9.81,1,0.0403,0.133,0,0.0952,0.766,135.437,277267,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,6eDYgjKl4vUgRusxb7THDu,True - Single Edit,5UUutTu9xlQnG9duYrIIW7,Gold - The Best of Spandau Ballet,Spandau Ballet,0.742,0.533,0,-9.098,1,0.0288,0.459,0.148,0.064,0.391,97.395,329147,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,5gys5nzVQIYhgHIfiOJYva,Take It On the Run,0X4ZNTZw7SYgrp5rlBQC3N,Hi Infidelity (30th Anniversary Edition),REO Speedwagon,0.371,0.758,7,-5.679,1,0.036,0.0958,0,0.116,0.452,77.81,239680,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,1oYYd2gnWZYrt89EBXdFiO,Message In A Bottle,2EpuND32cO7CX0gXZl2NB6,Reggatta De Blanc (Remastered 2003),The Police,0.577,0.808,1,-7.04,0,0.039,0.0338,1.33e-05,0.221,0.869,151.008,290280,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,4giIdAr7Plyu5LQzBOR4FP,All Night Long - Single Version,3oCmLDbxXc1SDZIkwGo0x5,Back To Front,Lionel Richie,0.744,0.583,1,-12.595,1,0.0427,0.152,8.54e-05,0.0248,0.851,108.794,260493,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,2w4EpqGasrz9qdTwocx54t,Open Arms,43wpzak9OmQfrjyksuGwp0,Escape,Journey,0.405,0.21,2,-13.214,1,0.0279,0.584,0,0.139,0.174,100.577,202173,3
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,7vJnM5FUcOV3xAKJHSSUWj,"I'm Alright - Theme from ""Caddyshack""",3uN87hwClF0hult2cxMbAW,"Yesterday, Today, Tomorrow - The Greatest Hits Of Kenny Loggins",Kenny Loggins,0.554,0.833,7,-7.562,1,0.0459,0.128,1.75e-06,0.3,0.95,162.854,226373,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,6aBUnkXuCEQQHAlTokv9or,This Must Be the Place (Naive Melody) - 2005 Remaster,4sLCQxMRfn3gAHrBNZtbTH,Speaking in Tongues (Deluxe Version),Talking Heads,0.942,0.641,7,-10.15,1,0.0333,0.331,0.179,0.028,0.966,114.443,296147,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,67oyFnjJnn78fZP9KjeZx0,Goodbye Stranger - 2010 Remastered,1zcm3UvHNHpseYOUfd0pna,Breakfast In America (Deluxe Edition),Supertramp,0.42,0.668,1,-7.35,1,0.0517,0.607,0.016,0.0585,0.338,125.391,350573,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,4qM461TqtpnP4GLRIXwEnW,Sussudio - 2016 Remaster,1rVhockt4RAiZFaK3M3zPB,No Jacket Required (2016 Remaster),Phil Collins,0.714,0.935,5,-5.195,1,0.0849,0.0529,0.0934,0.0515,0.725,121.232,263107,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,22CIOfLZB9z8He7WgHYAgH,Two Tickets to Paradise,5gMrkmI53zEn98WDwU0iye,Eddie Money,Eddie Money,0.623,0.68,2,-13.255,1,0.0282,0.0056,0.000425,0.148,0.737,129.713,237093,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,254bXAqt3zP6P50BdQvEsq,Everywhere - 2017 Remaster,4AsXQ17Arq1cUVoa9dKJ3F,Tango In the Night (Deluxe Edition),Fleetwood Mac,0.73,0.487,4,-10.991,1,0.0303,0.258,0.01,0.0852,0.731,114.965,226653,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,19Ym5Sg0YyOCa6ao21bdoG,Gypsy,0LfM3PGkXE6KvJEE1HkOnz,Greatest Hits,Fleetwood Mac,0.622,0.54,5,-13.99,1,0.0261,0.017,0.00771,0.265,0.847,130.879,264907,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,4ZExvJvQXPEeYzGU0N3THi,Higher Love,1VV4tdUYIjRlhKxu1gMw4d,Back In The High Life,Steve Winwood,0.696,0.78,5,-12.159,1,0.0415,0.0427,0.149,0.298,0.954,98.699,351507,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,7cDzJyC95jtGO9zAeZsWOg,Kiss on My List,4LniALl9S6YedTFdiZWOMS,Voices,Daryl Hall & John Oates,0.815,0.741,0,-9.478,1,0.031,0.434,0.115,0.0689,0.965,121.221,264987,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,1GqlvSEtMx5xbGptxOTTyk,Peace of Mind,2QLp07RO6anZHmtcKTEvSC,Boston,Boston,0.419,0.677,4,-6.183,1,0.0343,0.00101,9.99e-05,0.211,0.684,127.678,303587,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,7LbOQt7isddrw3Bs3Czl7E,It's Still Rock and Roll to Me,7r36rel1M4gyBavfcJP6Yz,The Essential Billy Joel,Billy Joel,0.745,0.655,5,-7.589,1,0.166,0.0958,1.99e-06,0.0895,0.582,141.429,177267,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,3dn6qXlHYAQpOqMTWxkGOR,Will You Still Love Me? - 2003 Remaster,6CttJqwyQqtUbElzGjNrHa,Love Songs,Chicago,0.493,0.573,1,-7.93,1,0.0282,0.0896,0,0.0413,0.473,77.126,252600,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,0VQ0n5gMgJLNixG8BfWBT5,"Lovin', Touchin', Squeezin'",4hKBS94EEP9PaYxuK5tisQ,Evolution,Journey,0.403,0.644,2,-8.608,1,0.0439,0.0991,0.000179,0.231,0.714,211.27,230533,3
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,2OgVsp77En2nju8pnCieVU,Waiting for a Girl like You,2Pw51hAGvWpTA3AYl2WVuu,4 (Expanded),Foreigner,0.33,0.469,10,-9.286,0,0.0335,0.31,2.3e-06,0.0402,0.433,201.327,292067,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,5WwqdeavrQrbeAMDxGawse,Can't Fight This Feeling,35KafpmKh0nDLzBLV75MpR,Wheels Are Turnin',REO Speedwagon,0.408,0.48,9,-11.017,1,0.0266,0.155,1.82e-05,0.0877,0.19,156.344,294773,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,57ebBLITHpRgRKGrlbxMZS,Faithfully,2EFUNYmwxe0AOGxBORrfaw,Frontiers,Journey,0.202,0.644,11,-5.212,1,0.0324,0.0979,0,0.109,0.252,85.04,267080,5
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,3OZ40egQbNWeTe0BnR2QKa,Lonesome Loser - Remastered,6vCT1BZLicHHNWc0McAWb2,First Under The Wire (2010 Remaster),Little River Band,0.466,0.548,0,-8.321,1,0.0252,0.0928,0,0.293,0.439,109.964,237973,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,2eEmzSR9tmd52w7cqT9yK6,Hold On Loosely,5XPk6u1ZYTs1R2gl4Ndlm6,Flashback,38 Special,0.541,0.571,9,-10.834,1,0.0316,0.028,0.000358,0.091,0.854,127.506,279240,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,3CPeWqqaHR0hmyfsWhMJQs,Don't Stop - 2004 Remaster,0BwWUstDMUbgq2NYONRqlu,Rumours (Super Deluxe),Fleetwood Mac,0.672,0.72,9,-7.781,1,0.035,0.0373,9.38e-06,0.0371,0.828,118.731,193347,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,6Hu6dzwlvoyg3zBUC8k4BK,Sailing,2m2nl8cBT7bEgIA6LLmgah,Christopher Cross,Christopher Cross,0.469,0.382,2,-13.203,1,0.0374,0.364,0.00025,0.36,0.178,149.994,256147,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,6JHXiRD1QjMK1N6AQEnL04,Biggest Part of Me,4WsQBaO2DLvDZ5VRmsXbUH,One Eighty,Ambrosia,0.498,0.723,10,-8.053,1,0.05,0.238,0,0.353,0.882,153.227,324040,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,34D6mvDTAPypm92EPs8Rxa,Reminiscing - Remastered,362Gq4moTnxkud6hQEKsm1,Sleeper Catcher (Remastered),Little River Band,0.54,0.465,7,-11.259,1,0.0302,0.652,0.00544,0.132,0.341,94.731,253080,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,2hE5Lm5XOHR4t3xlhIFauP,Fooled Around And Fell In Love,2z2y977JvwU1rbnVO97RmY,Struttin' My Stuff,Elvin Bishop,0.633,0.621,10,-11.494,1,0.0313,0.042,0.0172,0.186,0.593,113.325,276000,3
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,5dFoWIiJ2814hRwMYDcFiU,She's Gone,47Dmo9RLpgHMusEiF8luvu,Abandoned Luncheonette,Daryl Hall & John Oates,0.523,0.341,4,-14.034,1,0.0388,0.313,0.000114,0.621,0.355,77.487,313373,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,5IMtdHjJ1OtkxbGe4zfUxQ,Escape (The Pina Colada Song),163iYwl7Kdm9ayTnD4VyfN,Partners In Crime,Rupert Holmes,0.836,0.509,0,-13.668,1,0.0548,0.467,4.1e-06,0.0436,0.949,138.714,276493,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,2eRYuzlSOBk3HlMsCSOLPJ,Baby Come Back,0GPZjIWU4sF8wmdNv67Ukc,Late Night Tales: Music For Pleasure,Player,0.645,0.604,5,-9.904,0,0.118,0.0713,0,0.129,0.545,156.436,214373,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,37BTh5g05cxBIRYMbw8g2T,Rosanna,62U7xIHcID94o20Of5ea4D,Toto IV,TOTO,0.365,0.513,7,-13.034,0,0.0357,0.0208,0.000147,0.205,0.739,80.647,331200,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,4AjKVyNUMdUveKK5OH1OJD,How Long,5hC1ciYNtewV8gncsKHt1F,Five-A-Side,Ace,0.717,0.406,0,-13.954,0,0.0305,0.587,0.103,0.0869,0.703,123.213,204227,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,2r008pcfVYc0zgQvSRqUJE,I'd Really Love to See You Tonight,1lAMkHFW0e51taMt34LUQ2,Nights Are Forever,England Dan & John Ford Coley,0.62,0.556,5,-12.044,1,0.0336,0.184,0,0.301,0.592,119.172,159107,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,5GvWrvLIqoHroq7YvO260M,I Keep Forgettin' (Every Time You're Near),43P5lpZxSh8r0uNz7x6Sx1,If That's What It Takes,Michael McDonald,0.734,0.485,4,-13.865,0,0.0465,0.357,0.00019,0.0401,0.933,95.321,222280,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,0Vth3l4XAo8hNYmxjzhr2y,On And On,08zWo4xb7GZ5e3dyUOUAmm,Careless,Stephen Bishop,0.57,0.462,11,-10.483,1,0.0283,0.74,0.000223,0.104,0.545,102.3,181893,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,0m4jVVZrsv0bLkAr1uM6UG,Do That To Me One More Time,6J8P3xCsQr5BPoEoukStSk,Make Your Move,Captain & Tennille,0.728,0.524,7,-8.227,1,0.0255,0.563,0.000131,0.0913,0.51,90.262,256667,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,6KEWtSOGKpIXGw6l1uJgsR,The Things We Do For Love,6D3RQD5AQZ4P2aDzsZmBI4,Deceptive Bends,10cc,0.637,0.528,1,-9.837,1,0.0394,0.163,0,0.122,0.781,106.949,207573,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,0nlZjTPzW6S9JIESuGfImT,Lowdown,7DysI4j6UqK00RTfETKXqs,Silk Degrees,Boz Scaggs,0.662,0.788,11,-5.544,0,0.0635,0.0812,0.141,0.0351,0.929,116.499,315640,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,3GVhCuS4BRxCTvVj4Cmc8w,How Much I Feel,5CyhDBUqDk2XMptRFsj7c2,Life Beyond L.A.,Ambrosia,0.667,0.513,4,-7.96,1,0.026,0.305,0,0.0851,0.518,95.306,283400,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,37oLDb3119IdKSIFQmSGRj,Minute by Minute,7je2uv9QBH65HhADDZitbB,Minute by Minute,The Doobie Brothers,0.735,0.276,0,-18.071,1,0.044,0.549,0.000201,0.1,0.966,142.979,206973,3
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,7gUMShP1l20tC0xf17Zplk,Ride Like the Wind,2m2nl8cBT7bEgIA6LLmgah,Christopher Cross,Christopher Cross,0.669,0.707,0,-13.66,0,0.0478,0.347,0.000716,0.0997,0.806,124.335,275507,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,6SMR0XI8a1D6gEpMTIju2y,Whatcha Gonna Do?,3C9lE2GuZSHW0bfgWD9qEC,A Place In The Sun,Pablo Cruise,0.736,0.53,0,-14.391,1,0.0331,0.049,1.52e-05,0.111,0.962,110.201,256840,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,5wFdcY9O6cEn1PL6V3AEmu,It Keeps You Runnin',6yXfAEtkB6MUyhRkiGg5X2,Takin' It to the Streets,The Doobie Brothers,0.786,0.46,7,-10.701,1,0.0303,0.334,3.62e-06,0.041,0.861,132.503,257080,4
rock,Rock,37i9dQZF1DXb3m918yXHxA,Yacht Rock,1qjrYozGqc7upUgfN776lZ,Sara Smile,0QVsWpx62HGRHx1Big7BZA,Daryl Hall & John Oates (The Silver Album),Daryl Hall & John Oates,0.592,0.398,2,-10.81,0,0.0678,0.357,0.000925,0.119,0.204,150.038,185293,3
